102 , 9803769 , 98.04
104 , 9615336 , 96.15
106 , 9811492 , 98.11
108 , 9629204 , 96.29
110 , 9089242 , 90.89
112 , 9643265 , 96.43
114 , 9824900 , 98.25
116 , 9654806 , 96.55
118 , 9830491 , 98.30
